team,player
Portsmouth FC,Gerry Francis
Portsmouth FC,John Fraser
Portsmouth FC,Kieron Freeman
Portsmouth FC,John Friar
Portsmouth FC,Jack Froggatt
Portsmouth FC,C. B. Fry
Portsmouth FC,Ricardo Fuller
Portsmouth FC,Ryan Fulton
Portsmouth FC,Márkó Futács
Portsmouth FC,Marcel Gaillard
Portsmouth FC,Shaun Gale
Portsmouth FC,Derek Gamblin
Portsmouth FC,Alan Garner
Portsmouth FC,Colin Garwood
Portsmouth FC,Theofanis Gekas
Portsmouth FC,Alfred Gettins
Portsmouth FC,Billy Gilbert
Portsmouth FC,Paul Gilchrist
Portsmouth FC,Jock Gilfillan
Portsmouth FC,Mervyn Gill
Portsmouth FC,Jimmy Gilligan
Portsmouth FC,Jon Gittens
Portsmouth FC,Jimmy Glass
Portsmouth FC,Alex Glen
Portsmouth FC,Ivan Golac
Portsmouth FC,Johnny Gordon
Portsmouth FC,Andy Gosney
Portsmouth FC,Alan Gough
Portsmouth FC,Alex Govan
Portsmouth FC,George Graham
Portsmouth FC,Alex Grant
Portsmouth FC,Andre Green
Portsmouth FC,Clive Green
Portsmouth FC,David Gregory
Portsmouth FC,Peter Gregory
Portsmouth FC,Andy Griffin
Portsmouth FC,Carl Griffiths
Portsmouth FC,Steve Griffiths
Portsmouth FC,Arthur Groves
Portsmouth FC,Andrea Guatelli
Portsmouth FC,Phil Gunter
Portsmouth FC,Jimmy Guthrie
Portsmouth FC,Richard Guy
Portsmouth FC,Gábor Gyepes
Portsmouth FC,Willie Haines
Portsmouth FC,Kaleem Haitham
Portsmouth FC,Tommy Hakin
Portsmouth FC,Greg Halford
Portsmouth FC,Alex Halkett
Portsmouth FC,Paul Hall
Portsmouth FC,Joe Hancott
Portsmouth FC,Eoin Hand
Portsmouth FC,Peter Harburn
Portsmouth FC,Paul Hardyman
Portsmouth FC,Billy Harker
Portsmouth FC,Jon Harley
Portsmouth FC,Marcus Harness
Portsmouth FC,Kevin Harper
Portsmouth FC,Paul Harries
Portsmouth FC,Ashley Harris
Portsmouth FC,George Harris
Portsmouth FC,Harry Harris
Portsmouth FC,Peter Harris
Portsmouth FC,Stanley Harris
Portsmouth FC,Bernard Harrison
Portsmouth FC,Ellis Harrison
Portsmouth FC,Mark Hartmann
Portsmouth FC,Matthew Hartmann
Portsmouth FC,George Haslam
Portsmouth FC,Mark Hateley
Portsmouth FC,Brandon Haunstrup
Portsmouth FC,Harry Havelock
Portsmouth FC,Oliver Hawkins
Portsmouth FC,Fred Haycock
Portsmouth FC,Frank Haydock
Portsmouth FC,Basil Hayward
Portsmouth FC,Micky Hazard
Portsmouth FC,Trevor Hebberd
Portsmouth FC,Markus Heikkinen
Portsmouth FC,Jeff Hemmerman
Portsmouth FC,Jackie Henderson
Portsmouth FC,Stephen Henderson
Portsmouth FC,Ian Hendon
Portsmouth FC,Andy Higgins
Portsmouth FC,Peter Higham
Portsmouth FC,Vince Hilaire
Portsmouth FC,Scott Hiley
Portsmouth FC,David Hillier
Portsmouth FC,Rob Hindmarch
Portsmouth FC,Danny Hinshelwood
Portsmouth FC,Ray Hiron
Portsmouth FC,Joe Hisbent
Portsmouth FC,Shaka Hislop
Portsmouth FC,Graeme Hogg
Portsmouth FC,Jack Hogg
Portsmouth FC,Jonathan Hogg
Portsmouth FC,Danny Hollands
Portsmouth FC,Tareiq Holmes-Dennis
Portsmouth FC,Albert Holmes
Portsmouth FC,Lee Holmes
Portsmouth FC,Ricky Holmes
Portsmouth FC,Graham Horn
Portsmouth FC,Barry Horne
Portsmouth FC,Brian Horne
Portsmouth FC,Liam Horsted
Portsmouth FC,Ted Hough
Portsmouth FC,Kelly Houlker
Portsmouth FC,Russell Hoult
Portsmouth FC,Brian Howard
Portsmouth FC,Eddie Howe
Portsmouth FC,Ernie Howe
Portsmouth FC,Jamie Howell
Portsmouth FC,Hermann Hreiðarsson
Portsmouth FC,Garth Hudson
Portsmouth FC,Ceri Hughes
Portsmouth FC,Richard Hughes
Portsmouth FC,Ronald Humpston
Portsmouth FC,Ralph Hunt
Portsmouth FC,Warren Hunt
Portsmouth FC,George Hunter
Portsmouth FC,John Hunter
Portsmouth FC,James Hurst
Portsmouth FC,Erik Huseklepp
Portsmouth FC,Mazin Ahmed Al-Huthayfi
Portsmouth FC,Dominic Hyam
Portsmouth FC,Khaleem Hyland
Portsmouth FC,Sammy Igoe
Portsmouth FC,Saša Ilić
Portsmouth FC,Bobby Irvine
Portsmouth FC,David James
Portsmouth FC,Nicky Jennings
Portsmouth FC,Jake Jervis
Portsmouth FC,Glen Johnson
Portsmouth FC,Eric Jones
Portsmouth FC,John Love Jones
Portsmouth FC,Paul Jones
Portsmouth FC,Roger Jones
Portsmouth FC,Brandon Joseph-Buadi
Portsmouth FC,Bill Joyce
Portsmouth FC,Nicke Kabamba
Portsmouth FC,Younès Kaboul
Portsmouth FC,Chris Kamara
Portsmouth FC,Diomansy Kamara
Portsmouth FC,Nwankwo Kanu
Portsmouth FC,Azar Karadas
Portsmouth FC,Yoshikatsu Kawaguchi
Portsmouth FC,Alfred Keeling
Portsmouth FC,James Keene
Portsmouth FC,Bobby Kellard
Portsmouth FC,Marc Keller
Portsmouth FC,Mark Kelly
Portsmouth FC,Dave Kemp
Portsmouth FC,Bill Kennedy
Portsmouth FC,Matty Kennedy
Portsmouth FC,Mick Kennedy
Portsmouth FC,John Kerr Jr.
Portsmouth FC,Dean Kiely
Portsmouth FC,Tom Kilbey
Portsmouth FC,Tom King
Portsmouth FC,William Kirby
Portsmouth FC,John Kirk
Portsmouth FC,Dave Kitson
Portsmouth FC,Alan Knight
Portsmouth FC,Arthur Knight
Portsmouth FC,Omar Koroma
Portsmouth FC,Ognjen Koroman
Portsmouth FC,Cole Kpekawa
Portsmouth FC,Niko Kranjčar
Portsmouth FC,Bjørn Kristensen
Portsmouth FC,Martin Kuhl
Portsmouth FC,Nikos Kyzeridis
Portsmouth FC,Joe Laidlaw
Portsmouth FC,Milan Lalkovič
Portsmouth FC,Tony Lange
Portsmouth FC,John Lathan
Portsmouth FC,Lauren
Portsmouth FC,Caolan Lavery
Portsmouth FC,Chris Lawler
Portsmouth FC,George Lawrence
Portsmouth FC,Liam Lawrence
Portsmouth FC,Joe Lea
Portsmouth FC,Herbert Leavey
Portsmouth FC,Billy Lee
Portsmouth FC,David Lee
Portsmouth FC,Bradley Lethbridge
Portsmouth FC,Brian Lewis
Portsmouth FC,John Lewis
Portsmouth FC,Dave Leworthy
Portsmouth FC,George Ley
Portsmouth FC,Mickey Lill
Portsmouth FC,Glen Little
Portsmouth FC,Roy Littlejohn
Portsmouth FC,Kevin Long
Portsmouth FC,Steve Lovell
Portsmouth FC,Jamal Lowe
Portsmouth FC,Lomana LuaLua
Portsmouth FC,Charlie Luke
Portsmouth FC,Craig MacGillivray
Portsmouth FC,Tony Macken
Portsmouth FC,Alec Mackie
Portsmouth FC,Jerry Mackie
Portsmouth FC,Sam Magri
Portsmouth FC,Chris Maguire
Portsmouth FC,Gavin Maguire
Portsmouth FC,Gavin Mahon
Portsmouth FC,Gauthier Mahoto
Portsmouth FC,Tom Maidment
Portsmouth FC,Curtis Main
Portsmouth FC,Lee Makel
Portsmouth FC,Chris Male
Portsmouth FC,Jack Maloney
Portsmouth FC,Leon Maloney
Portsmouth FC,Malcolm Manley
Portsmouth FC,Jack Mansell
Portsmouth FC,Tero Mäntylä
Portsmouth FC,Zach March
Portsmouth FC,Peter Marinello
Portsmouth FC,Paul Mariner
Portsmouth FC,John Marquis
Portsmouth FC,Arthur Marshall
Portsmouth FC,Bobby Marshall
Portsmouth FC,Isaac George Martin
Portsmouth FC,James Martin
Portsmouth FC,Tommy Mason
Portsmouth FC,Joe Mattock
Portsmouth FC,Adam May
Portsmouth FC,Collins Mbesuma
Portsmouth FC,Andréa Mbuyi-Mutombo
Portsmouth FC,Jimmy McAlinden
Portsmouth FC,William McAulay
Portsmouth FC,Rhys McCabe
Portsmouth FC,Bill McCafferty
Portsmouth FC,Jim McCaffrey
Portsmouth FC,Paul McCallum
Portsmouth FC,Albert McCann
Portsmouth FC,Aaron McCarey
Portsmouth FC,Sid McClellan
Portsmouth FC,John McClelland
Portsmouth FC,Tim McCoy
Portsmouth FC,Ross McCrorie
Portsmouth FC,Damien McCrory
Portsmouth FC,Alex McDonald
Portsmouth FC,Ted McDonald
Portsmouth FC,Andy McFarlane
Portsmouth FC,Scott McGarvey
Portsmouth FC,Luke McGee
Portsmouth FC,Thomas McGhee
Portsmouth FC,Lloyd McGrath
Portsmouth FC,Bobby McGuinness
Portsmouth FC,Adam McGurk
Portsmouth FC,John McHugh
Portsmouth FC,Johnny McIlwaine
Portsmouth FC,Archibald McKenzie
Portsmouth FC,Murdoch McKenzie
Portsmouth FC,Thomas McKenzie
Portsmouth FC,John McLaughlin
Portsmouth FC,Izale McLeod
Portsmouth FC,Alan McLoughlin
Portsmouth FC,Eddie McMahon
Portsmouth FC,Johnny McNeil
Portsmouth FC,Dan McPhail
Portsmouth FC,Angus Meikle
Portsmouth FC,Peter Mellor
Portsmouth FC,Mick Mellows
Portsmouth FC,Pedro Mendes
Portsmouth FC,Nathaniel Mendez-Laing
Portsmouth FC,Paul Merson
Portsmouth FC,Harold Methven
Portsmouth FC,Valéry Mézague
Portsmouth FC,Ľubomír Michalík
Portsmouth FC,Steve Middleton
Portsmouth FC,Stefani Miglioranzi
Portsmouth FC,John Milkins
Portsmouth FC,Alf Miller
Portsmouth FC,Lee Mills
Portsmouth FC,Mick Mills
Portsmouth FC,Haji Mnoga
Portsmouth FC,Bobby Moffat
Portsmouth FC,Billy Moffatt
Portsmouth FC,Aaron Mokoena
Portsmouth FC,Lee Molyneaux
Portsmouth FC,George Molyneux
Portsmouth FC,John Moncur
Portsmouth FC,Richard Money
Portsmouth FC,Darren Moore
Portsmouth FC,Stuart Moore
Portsmouth FC,Paul Moran
Portsmouth FC,Lew Morgan
Portsmouth FC,Nicky Morgan
Portsmouth FC,Ivica Mornar
Portsmouth FC,Bryn Morris
Portsmouth FC,Bob Mortimer
Portsmouth FC,Arthur Mounteney
Portsmouth FC,Yassin Moutaouakil
Portsmouth FC,Hayden Mullins
Portsmouth FC,Albert Mundy
Portsmouth FC,David Munks
Portsmouth FC,Sulley Muntari
Portsmouth FC,Brian Murphy
Portsmouth FC,Shaun Murray
Portsmouth FC,Paul Musselwhite
Portsmouth FC,Arnold Mvuemba
Portsmouth FC,Benjani Mwaruwari
Portsmouth FC,Andy Myers
Portsmouth FC,Kal Naismith
Portsmouth FC,Tom Naylor
Portsmouth FC,Berlin Ndebe-Nlome
Portsmouth FC,Warren Neill
Portsmouth FC,Aidan Newhouse
Portsmouth FC,Ron Newman
Portsmouth FC,Adam Newton
Portsmouth FC,Thomas Newton
Portsmouth FC,Bondz N'Gala
Portsmouth FC,Jimmy Nichol
Portsmouth FC,Antti Niemi
Portsmouth FC,Luke Nightingale
Portsmouth FC,Alf Noakes
Portsmouth FC,David Norris
Portsmouth FC,Nyron Nosworthy
Portsmouth FC,David Nugent
Portsmouth FC,Bobby Nutley
Portsmouth FC,Joe Oastler
Portsmouth FC,Jordan Obita
Portsmouth FC,Andy O'Brien
Portsmouth FC,Liam O'Brien
Portsmouth FC,Kevin O'Callaghan
Portsmouth FC,Brendan O'Connell
Portsmouth FC,Raymond O'Connor
Portsmouth FC,Michael Ogburn
Portsmouth FC,Jamie O'Hara
Portsmouth FC,Stuart O'Keefe
Portsmouth FC,Emmanuel Olisadebe
Portsmouth FC,Tony Oliver
Portsmouth FC,Gary O'Neil
Portsmouth FC,Quincy Owusu-Abeyie
Portsmouth FC,Christian Oxlade-Chamberlain
Portsmouth FC,Marlon Pack
Portsmouth FC,Roy Pack
Portsmouth FC,Romain Padovani
Portsmouth FC,Jonathan Page
Portsmouth FC,Marcos Painter
Portsmouth FC,Noé Pamarot
Portsmouth FC,Mike Panopoulos
Portsmouth FC,Cliff Parker
Portsmouth FC,Tom Parker
Portsmouth FC,Joe Partington
Portsmouth FC,Petri Pasanen
Portsmouth FC,Josh Passley
Portsmouth FC,George Pateman
Portsmouth FC,Jason Pearce
Portsmouth FC,Pelé
Portsmouth FC,Harry Penk
Portsmouth FC,Jermaine Pennant
Portsmouth FC,Vincent Péricard
Portsmouth FC,Jean-François Péron
Portsmouth FC,Russell Perrett
Portsmouth FC,Steve Perrin
Portsmouth FC,Andy Perry
Portsmouth FC,Robbie Pethick
Portsmouth FC,Carl Pettefer
Portsmouth FC,Andy Petterson
Portsmouth FC,Len Phillips
Portsmouth FC,Martin Phillips
Portsmouth FC,Reg Pickett
Portsmouth FC,Norman Piper
Portsmouth FC,Steve Piper
Portsmouth FC,Frédéric Piquionne
Portsmouth FC,Brett Pitman
Portsmouth FC,Courtney Pitt
Portsmouth FC,Ted Platt
Portsmouth FC,Roy Player
Portsmouth FC,Ray Pointer
Portsmouth FC,Michael Poke
Portsmouth FC,Maitland Pollock
Portsmouth FC,Mart Poom
Portsmouth FC,Willie Porteous
Portsmouth FC,Cliff Portwood
Portsmouth FC,Ray Potter
Portsmouth FC,Dan Potts
Portsmouth FC,Ken Pound
Portsmouth FC,Bert Powell
Portsmouth FC,Darryl Powell
Portsmouth FC,Lee Power
Portsmouth FC,Preki
Portsmouth FC,Chris Price
Portsmouth FC,Jack Price
Portsmouth FC,Linvoy Primus
Portsmouth FC,Tony Priscott
Portsmouth FC,Brian Priske
Portsmouth FC,Robert Prosinečki
Portsmouth FC,Anthony Pulis
Portsmouth FC,David Pullar
Portsmouth FC,Ian Purdie
Portsmouth FC,Nigel Quashie
Portsmouth FC,Micky Quinn
Portsmouth FC,Therry Racon
Portsmouth FC,Vince Radcliffe
Portsmouth FC,Billy Rafferty
Portsmouth FC,Ron Rafferty
Portsmouth FC,Sean Raggett
Portsmouth FC,Abdul Razak
Portsmouth FC,Freddie Read
Portsmouth FC,Martin Reagan
Portsmouth FC,Adam Reed
Portsmouth FC,Jason Rees
Portsmouth FC,Duggie Reid
Portsmouth FC,Willie Reid
Portsmouth FC,Matt Reilly
Portsmouth FC,Karim Rekik
Portsmouth FC,Richie Reynolds
Portsmouth FC,Bob Ridley
Portsmouth FC,Bjørn Helge Riise
Portsmouth FC,Matt Ritchie
Portsmouth FC,Paul Ritchie
Portsmouth FC,Laurent Robert
Portsmouth FC,Gary Roberts
Portsmouth FC,Graham Roberts
Portsmouth FC,Jason Roberts
Portsmouth FC,Phil Roberts
Portsmouth FC,Jackie Robertson
Portsmouth FC,Carl Robinson
Portsmouth FC,Matthew Robinson
Portsmouth FC,Paul Robinson
Portsmouth FC,Ed Robson
Portsmouth FC,Ricardo Rocha
Portsmouth FC,Bill Rochford
Portsmouth FC,Luke Rodgers
Portsmouth FC,Aleksandar Rodić
Portsmouth FC,Alan Rogers
Portsmouth FC,Andy Rollings
Portsmouth FC,Connor Ronan
Portsmouth FC,Phil Rookes
Portsmouth FC,Danny Rose
Portsmouth FC,Trevor Ross
Portsmouth FC,Wayne Routledge
Portsmouth FC,Tommy Rowe
Portsmouth FC,Mladen Rudonja
Portsmouth FC,John Ruggiero
Portsmouth FC,Darel Russell
Portsmouth FC,George Russell
Portsmouth FC,Kevin Russell
Portsmouth FC,Lee Russell
Portsmouth FC,Septimus Rutherford
Portsmouth FC,Ben Sahar
Portsmouth FC,Lee Sandford
Portsmouth FC,Ron Saunders
Portsmouth FC,Luca Scapuzzi
Portsmouth FC,Sébastien Schemmel
Portsmouth FC,Jimmy Scoular
Portsmouth FC,Trevor Senior
Portsmouth FC,Alec Shankly
Portsmouth FC,Jimmy Shankly
Portsmouth FC,John Shankly
Portsmouth FC,Lee Sharpe
Portsmouth FC,Peter Shearing
Portsmouth FC,Teddy Sheringham
Portsmouth FC,Tim Sherwood
Portsmouth FC,Thomas Shipley
Portsmouth FC,Nicky Shorey
Portsmouth FC,Malcolm Shotton
Portsmouth FC,Derek Showers
Portsmouth FC,Jack Shufflebotham
Portsmouth FC,Gary Silk
Portsmouth FC,Darío Silva
Portsmouth FC,Aaron Simpson
Portsmouth FC,Fitzroy Simpson
Portsmouth FC,Giannis Skopelitis
Portsmouth FC,Bill Slack
Portsmouth FC,Alexey Smertin
Portsmouth FC,Abraham Smith
Portsmouth FC,Billy Smith
Portsmouth FC,Dan Smith
Portsmouth FC,Fred Smith
Portsmouth FC,George Smith
Portsmouth FC,Jack Smith
Portsmouth FC,Matt Smith
Portsmouth FC,Michael Smith
Portsmouth FC,Phil Smith
Portsmouth FC,Roy Smith
Portsmouth FC,Steve Smith
Portsmouth FC,Tommy Smith
Portsmouth FC,David Socha
Portsmouth FC,Sam Sodje
Portsmouth FC,Steve Soley
Portsmouth FC,Viv Solomon-Otabor
Portsmouth FC,Franck Songo'o
Portsmouth FC,Ibrahima Sonko
Portsmouth FC,Lennard Sowah
Portsmouth FC,Henry Sparrow
Portsmouth FC,Bill Spence
Portsmouth FC,Pavel Srníček
Portsmouth FC,Jim Standen
Portsmouth FC,Gary Stanley
Portsmouth FC,Simon Stapleton
Portsmouth FC,Jesse Starkey
Portsmouth FC,Dejan Stefanović
Portsmouth FC,Jimmy Stephen
Portsmouth FC,Alan Stephenson
Portsmouth FC,Enda Stevens
Portsmouth FC,Gary Stevens
Portsmouth FC,Ian Stewart
Portsmouth FC,Jon Stewart
Portsmouth FC,Tommy Stewart
Portsmouth FC,Mark Stimson
Portsmouth FC,Jayden Stockley
Portsmouth FC,Bobby Stokes
Portsmouth FC,Steve Stone
Portsmouth FC,Miles Storey
Portsmouth FC,Jim Storrie
Portsmouth FC,Alex Stott
Portsmouth FC,Alfred Strange
Portsmouth FC,Frank Stringfellow
Portsmouth FC,George Strong
Portsmouth FC,Archie Styles
Portsmouth FC,Danijel Subotić
Portsmouth FC,Paul Sugrue
Portsmouth FC,Colin Sullivan
Portsmouth FC,John Sullivan
Portsmouth FC,Mark Summerbell
Portsmouth FC,Roy Summersby
Portsmouth FC,Jack Surtees
Portsmouth FC,Frankie Sutherland
Portsmouth FC,Mathias Svensson
Portsmouth FC,Kenny Swain
Portsmouth FC,Scot Symon
Portsmouth FC,Kit Symons
Portsmouth FC,Mick Tait
Portsmouth FC,Drew Talbot
Portsmouth FC,Bradley Tarbuck
Portsmouth FC,Chris Tardif
Portsmouth FC,Stathis Tavlaridis
Portsmouth FC,Dave Taylor
Portsmouth FC,Matthew Taylor
Portsmouth FC,Ryan Taylor
Portsmouth FC,Tony Taylor
Portsmouth FC,David Thackeray
Portsmouth FC,Thomas Thøgersen
Portsmouth FC,Dave Thomas
Portsmouth FC,Jerome Thomas
Portsmouth FC,Michael Thomas
Portsmouth FC,Rees Thomas
Portsmouth FC,Wes Thomas
Portsmouth FC,Ben Thompson
Portsmouth FC,Bill Thompson
Portsmouth FC,Dan Thompson
Portsmouth FC,David Thompson
Portsmouth FC,Ernie Thompson
Portsmouth FC,Fred Thompson
Portsmouth FC,Josh Thompson
Portsmouth FC,Nathan Thompson
Portsmouth FC,Andy Thomson
Portsmouth FC,George Thorne
Portsmouth FC,Hamilton Thorp
Portsmouth FC,Carl Tiler
Portsmouth FC,Ron Tindall
Portsmouth FC,Don Toase
Portsmouth FC,Ken Todd
Portsmouth FC,Svetoslav Todorov
Portsmouth FC,Ben Tollitt
Portsmouth FC,Isaac Tomlinson
Portsmouth FC,Duško Tošić
Portsmouth FC,Armand Traoré
Portsmouth FC,Djimi Traoré
Portsmouth FC,Mike Trebilcock
Portsmouth FC,Matt Tubbs
Portsmouth FC,Andy Turner
Portsmouth FC,Brian Turner
Portsmouth FC,Dave Turner
Portsmouth FC,David Unsworth
Portsmouth FC,Norman Uprichard
Portsmouth FC,Solomon Upton
Portsmouth FC,John Utaka
Portsmouth FC,Anthony Vanden Borre
Portsmouth FC,Luke Varney
Portsmouth FC,Charlie Vaughan
Portsmouth FC,James Vaughan
Portsmouth FC,Paolo Vernazza
Portsmouth FC,Jhon Viáfara
Portsmouth FC,Grégory Vignal
Portsmouth FC,Jamie Vincent
Portsmouth FC,Rowan Vine
Portsmouth FC,Keith Viney
Portsmouth FC,Michalis Vlachos
Portsmouth FC,Zvonimir Vukić
Portsmouth FC,Malcolm Waldron
Portsmouth FC,Harry Walker
Portsmouth FC,Liam Walker
Portsmouth FC,Anton Walkes
Portsmouth FC,Jed Wallace
Portsmouth FC,John Wallbanks
Portsmouth FC,Mario Walsh
Portsmouth FC,Paul Walsh
Portsmouth FC,Harald Wapenaar
Portsmouth FC,Joel Ward
Portsmouth FC,Jack Warner
Portsmouth FC,Joe Warrington
Portsmouth FC,Dave Waterman
Portsmouth FC,Gordon Watson
Portsmouth FC,James Watson
Portsmouth FC,Neil Webb
Portsmouth FC,Danny Webber
Portsmouth FC,Adam Webster
Portsmouth FC,Derek Weddle
Portsmouth FC,Jack Weddle
Portsmouth FC,Roderick Welsh
Portsmouth FC,Paul Went
Portsmouth FC,Craig Westcarr
Portsmouth FC,Sander Westerveld
Portsmouth FC,Ashley Westwood
Portsmouth FC,Jack Whatmough
Portsmouth FC,Alf Wheeler
Portsmouth FC,David Wheeler
Portsmouth FC,Fred Wheldon
Portsmouth FC,Adrian Whitbread
Portsmouth FC,Charlie Whitchurch
Portsmouth FC,Bob White
Portsmouth FC,Jimmy White
Portsmouth FC,Thomas White
Portsmouth FC,Clive Whitehead
Portsmouth FC,Guy Whittingham
Portsmouth FC,Bob Widdowson
Portsmouth FC,Theo Widdrington
Portsmouth FC,Steve Wigley
Portsmouth FC,Tom Wilkie
Portsmouth FC,Luke Wilkinson
Portsmouth FC,Bill Williams
Portsmouth FC,Ernest Williams
Portsmouth FC,Ryan Williams
Portsmouth FC,Lee Williamson
Portsmouth FC,Mike Williamson
Portsmouth FC,Alex Wilson
Portsmouth FC,Billy Wilson
Portsmouth FC,Marc Wilson
Portsmouth FC,Scott Wilson
Portsmouth FC,William Wilson
Portsmouth FC,Paul Wimbleton
Portsmouth FC,Rob Wolleaston
Portsmouth FC,Paul Wood
Portsmouth FC,Fred Worrall
Portsmouth FC,Thomas Wren
Portsmouth FC,Gordon Wright
Portsmouth FC,Alex Wynter
Portsmouth FC,Yakubu
Portsmouth FC,William Yates
Portsmouth FC,Hassan Yebda
Portsmouth FC,Brian Yeo
Portsmouth FC,Jasper Yeuell
Portsmouth FC,Tommy Youlden
Portsmouth FC,Samuel Young
Portsmouth FC,Alessandro Zamperini
Portsmouth FC,Boris Živković
Oxford United FC,Ben Abbey
Oxford United FC,Graham Adams
Oxford United FC,Dan Agyei
Oxford United FC,Stan Aldous
Oxford United FC,John Aldridge
Oxford United FC,Martin Aldridge
Oxford United FC,Norman Aldridge
Oxford United FC,Milija Aleksic
Oxford United FC,Chris Allen
Oxford United FC,Julian Alsop
Oxford United FC,Keith Andrews
Oxford United FC,Mark Angel
Oxford United FC,Jack Ansell
Oxford United FC,Steve Anthrobus
Oxford United FC,Andre Arendse
Oxford United FC,Josh Ashby
Oxford United FC,Jamie Ashdown
Oxford United FC,Jon Ashton
Oxford United FC,Graham Atkinson
Oxford United FC,Ron Atkinson
Oxford United FC,Brian Attley
Oxford United FC,Steve Aylott
Oxford United FC,Trevor Aylott
Oxford United FC,Stefan Bailey
Oxford United FC,Jimmy Bain
Oxford United FC,Keith Baker
Oxford United FC,Richie Baker
Oxford United FC,George Baldock
Oxford United FC,Jeremy Balmy
Oxford United FC,Nicky Banger
Oxford United FC,Shandon Baptiste
Oxford United FC,David Bardsley
Oxford United FC,Ashley Barnes
Oxford United FC,Gary Barnett
Oxford United FC,Tyrone Barnett
Oxford United FC,Vic Barney
Oxford United FC,Jim Barron
Oxford United FC,Steve Basham
Oxford United FC,Damian Batt
Oxford United FC,Joey Beauchamp
Oxford United FC,Cyril Beavon
Oxford United FC,Billy Beechers
Oxford United FC,Ken Bennett
Oxford United FC,Kevin Berkoe
Oxford United FC,Paul Berry
Oxford United FC,Matt Bevans
Oxford United FC,Steve Biggins
Oxford United FC,Wayne Biggins
Oxford United FC,Dexter Blackstock
Oxford United FC,Michael Blackwood
Oxford United FC,Les Blizzard
Oxford United FC,Daniel Boateng
Oxford United FC,Andy Bodel
Oxford United FC,Phil Bolland
Oxford United FC,Colin Booth
Oxford United FC,Matthew Bound
Oxford United FC,Jordan Bowery
Oxford United FC,Jimmy Bowie
Oxford United FC,Harvey Bradbury
Oxford United FC,Lee Bradbury
Oxford United FC,Jimmy Bradley
Oxford United FC,William Brain
Oxford United FC,Cameron Brannagan
Oxford United FC,Geoff Bray
Oxford United FC,Rufus Brevett
Oxford United FC,Gary Briggs
Oxford United FC,Max Briggs
Oxford United FC,Richard Brindley
Oxford United FC,Kevin Brock
Oxford United FC,Jamie Brooks
Oxford United FC,Danny Brown
Oxford United FC,Junior Brown
Oxford United FC,Keith Brown
Oxford United FC,Wayne Brown
Oxford United FC,Marcus Browne
Oxford United FC,Peter Buchanan
Oxford United FC,Benjamin Büchel
Oxford United FC,Tony Buck
Oxford United FC,Isaac Buckley-Ricketts
Oxford United FC,Mickey Bullock
Oxford United FC,Dannie Bulman
Oxford United FC,Ryan Burge
Oxford United FC,Andy Burgess
Oxford United FC,Joe Burnell
Oxford United FC,Wes Burns
Oxford United FC,Roy Burton
Oxford United FC,John Butcher
Oxford United FC,Guy Butters
Oxford United FC,John Byrne
Oxford United FC,Paul Byrne
Oxford United FC,Chris Cadden
Oxford United FC,Ashley Cain
Oxford United FC,Bill Calder
Oxford United FC,Andy Campbell
Oxford United FC,John Campbell
Oxford United FC,Tony Capaldi
Oxford United FC,Jack Capper
Oxford United FC,Canice Carroll
Oxford United FC,Chris Carruthers
Oxford United FC,Samir Carruthers
Oxford United FC,Jimmy Carter
Oxford United FC,Tim Carter
Oxford United FC,Jack Casley
Oxford United FC,Keith Cassells
Oxford United FC,Nigel Cassidy
Oxford United FC,Tommy Caton
Oxford United FC,Lewis Chalmers
Oxford United FC,Adam Chapman
Oxford United FC,Jeremy Charles
Oxford United FC,Sammy Chung
Oxford United FC,Alex Cisak
Oxford United FC,Colin Clarke
Oxford United FC,Derek Clarke
Oxford United FC,James Clarke
Oxford United FC,Ryan Clarke
Oxford United FC,Roy Clayton
Oxford United FC,Simon Clist
Oxford United FC,Jake Cole
Oxford United FC,Mitchell Cole
Oxford United FC,Ray Colfar
Oxford United FC,David Collins
Oxford United FC,Michael Collins
Oxford United FC,Patrick Collins
Oxford United FC,David Connolly
Oxford United FC,James Constable
Oxford United FC,Jamie Cook
Oxford United FC,Joe Cooke
Oxford United FC,Mateo Corbo
Oxford United FC,Lee Cox
Oxford United FC,Simon Cox
Oxford United FC,Tom Craddock
Oxford United FC,Bobby Craig
Oxford United FC,Mark Creighton
Oxford United FC,Max Crocombe
Oxford United FC,Ted Croker
Oxford United FC,Andy Crosby
Oxford United FC,Danny Cullip
Oxford United FC,Robbie Cundy
Oxford United FC,Hugh Curran
Oxford United FC,Nick Cusack
Oxford United FC,Neil Cutler
Oxford United FC,Dai Wai-tsun
Oxford United FC,Craig Davies
Oxford United FC,Rob Davies
Oxford United FC,Scott Davies
Oxford United FC,Liam Davis
Oxford United FC,Steve Davis
Oxford United FC,Rhys Day
Oxford United FC,Kevin Dearden
Oxford United FC,Sam Deering
Oxford United FC,John Dempster
Oxford United FC,Geoff Denial
Oxford United FC,Joe Dickson
Oxford United FC,Ryan Doble
Oxford United FC,Tony Dobson
Oxford United FC,O'Neill Donaldson
Oxford United FC,Doudou
Oxford United FC,Stuart Douglas
Oxford United FC,John Dreyer
Oxford United FC,Mark Druce
Oxford United FC,Brian Drysdale
Oxford United FC,Michael Duberry
Oxford United FC,Robert Duffy
Oxford United FC,Colin Duncan
Oxford United FC,Chey Dunkley
Oxford United FC,John Durnin
Oxford United FC,Alex Dyer
Oxford United FC,Wayne Dyer
