team,player
ACF Fiorentina,Alessandro Gherardi
ACF Fiorentina,Rachid Ghezzal
ACF Fiorentina,Alberto Gilardino
ACF Fiorentina,Gilberto
ACF Fiorentina,Jordy Gillekens
ACF Fiorentina,Alberto Ginulfi
ACF Fiorentina,Massimo Gobbi
ACF Fiorentina,Nuno Gomes
ACF Fiorentina,Mario Gómez
ACF Fiorentina,Cedric Gondo
ACF Fiorentina,Ezequiel González
ACF Fiorentina,Gabriele Gori
ACF Fiorentina,Mattia Graffiedi
ACF Fiorentina,Martin Graiciar
ACF Fiorentina,Guido Gratton
ACF Fiorentina,Francesco Graziani
ACF Fiorentina,Gunnar Gren
ACF Fiorentina,Luigi Griffanti
ACF Fiorentina,Egidio Guarnacci
ACF Fiorentina,Vincenzo Guerini
ACF Fiorentina,Simone Guerri
ACF Fiorentina,Gianni Guigou
ACF Fiorentina,Nikola Gulan
ACF Fiorentina,Jan Hable
ACF Fiorentina,Ianis Hagi
ACF Fiorentina,Mounir El Hamdaoui
ACF Fiorentina,Kurt Hamrin
ACF Fiorentina,Dávid Hancko
ACF Fiorentina,Ahmed Hegazi
ACF Fiorentina,Jörg Heinrich
ACF Fiorentina,Luis Helguera
ACF Fiorentina,Petko Hristov
ACF Fiorentina,Karsten Hutwelker
ACF Fiorentina,Glenn Hysén
ACF Fiorentina,Giuseppe Iachini
ACF Fiorentina,Josip Iličić
ACF Fiorentina,Julián Illanes
ACF Fiorentina,Duccio Innocenti
ACF Fiorentina,Maurizio Iorio
ACF Fiorentina,Andrea Ivan
ACF Fiorentina,Jackson Beckham da Silva
ACF Fiorentina,Ludwig Janda
ACF Fiorentina,Jefferson
ACF Fiorentina,Luis Antonio Jiménez
ACF Fiorentina,Joaquín
ACF Fiorentina,Torbjörn Jonsson
ACF Fiorentina,Martin Jørgensen
ACF Fiorentina,Stevan Jovetić
ACF Fiorentina,Julinho
ACF Fiorentina,Nikola Kalinić
ACF Fiorentina,Andrei Kanchelskis
ACF Fiorentina,Keirrison
ACF Fiorentina,Houssine Kharja
ACF Fiorentina,Panagiotis Kone
ACF Fiorentina,Engelbert König
ACF Fiorentina,Per Krøldrup
ACF Fiorentina,Luboš Kubík
ACF Fiorentina,Lefter Küçükandonyadis
ACF Fiorentina,Jasmin Kurtić
ACF Fiorentina,Zdravko Kuzmanović
ACF Fiorentina,Marius Lăcătuș
ACF Fiorentina,Alban Lafont
ACF Fiorentina,Marco Landucci
ACF Fiorentina,Marcelo Larrondo
ACF Fiorentina,Saliou Lassissi
ACF Fiorentina,Diego Latorre
ACF Fiorentina,Brian Laudrup
ACF Fiorentina,Vincent Laurini
ACF Fiorentina,Andrea Lazzari
ACF Fiorentina,Leandro Amaral
ACF Fiorentina,Julio César de León
ACF Fiorentina,Matthias Lepiller
ACF Fiorentina,Luca Lezzerini
ACF Fiorentina,Elena Linari
ACF Fiorentina,Fabio Liverani
ACF Fiorentina,Adem Ljajić
ACF Fiorentina,Cristian Llama
ACF Fiorentina,Simone Lo Faso
ACF Fiorentina,Bogdan Lobonț
ACF Fiorentina,Francisco Lojacono
ACF Fiorentina,Adriano Lombardi
ACF Fiorentina,Raffaele Longo
ACF Fiorentina,Alessandro Lucarelli
ACF Fiorentina,Arnaldo Lucentini
ACF Fiorentina,Luiz Fernando
ACF Fiorentina,Cristiano Lupatelli
ACF Fiorentina,Arturo Lupoli
ACF Fiorentina,Gianluca Luppi
ACF Fiorentina,Arturo Maffei
ACF Fiorentina,Christian Maggio
ACF Fiorentina,Augusto Magli
ACF Fiorentina,Ardico Magnini
ACF Fiorentina,Pietro Maiellaro
ACF Fiorentina,Fabio Maistro
ACF Fiorentina,Saul Malatrasi
ACF Fiorentina,Aldo Maldera
ACF Fiorentina,Alberto Malusci
ACF Fiorentina,Christian Manfredini
ACF Fiorentina,Niccolò Manfredini
ACF Fiorentina,Thomas Manfredini
ACF Fiorentina,Alex Manninger
ACF Fiorentina,Andrea Manzo
ACF Fiorentina,Rino Marchesi
ACF Fiorentina,Libero Marchini
ACF Fiorentina,Marco Marchionni
ACF Fiorentina,Gianmatteo Mareggini
ACF Fiorentina,Enzo Maresca
ACF Fiorentina,Amos Mariani
ACF Fiorentina,Giorgio Mariani
ACF Fiorentina,Marko Marin
ACF Fiorentina,Piergiuseppe Maritato
ACF Fiorentina,Humberto Maschio
ACF Fiorentina,Federico Masi
ACF Fiorentina,Riccardo Maspero
ACF Fiorentina,Daniele Massaro
ACF Fiorentina,Roberto Massaro
ACF Fiorentina,Enrique David Mateo
ACF Fiorentina,Ryder Matos
ACF Fiorentina,Alessandro Matri
ACF Fiorentina,Mazinho
ACF Fiorentina,Ondřej Mazuch
ACF Fiorentina,Bruno Mazza
ACF Fiorentina,Walter Mazzarri
ACF Fiorentina,Ferruccio Mazzola
ACF Fiorentina,Felipe Melo
ACF Fiorentina,Romeo Menti
ACF Fiorentina,Alberto Merciai
ACF Fiorentina,Claudio Merlo
ACF Fiorentina,Fabrizio Miccoli
ACF Fiorentina,Dante Micheli
ACF Fiorentina,Danilo Michelini
ACF Fiorentina,Predrag Mijatović
ACF Fiorentina,Aurelio Milani
ACF Fiorentina,Nikola Milenković
ACF Fiorentina,Hrvoje Milić
ACF Fiorentina,Simone Minelli
ACF Fiorentina,Michelangelo Minieri
ACF Fiorentina,Kevin Mirallas
ACF Fiorentina,Marcos Miranda
ACF Fiorentina,Roberto Mirri
ACF Fiorentina,Jan Mlakar
ACF Fiorentina,Tòfol Montiel
ACF Fiorentina,Riccardo Montolivo
ACF Fiorentina,Miguel Montuori
ACF Fiorentina,Lorenzo Morelli
ACF Fiorentina,Emiliano Moretti
ACF Fiorentina,Domenico Morfeo
ACF Fiorentina,Giuseppe Moro
ACF Fiorentina,Juan Carlos Morrone
ACF Fiorentina,Luca Mosti
ACF Fiorentina,Gianni Munari
ACF Fiorentina,Gustavo Munúa
ACF Fiorentina,Luis Muriel
ACF Fiorentina,Adrian Mutu
ACF Fiorentina,Gyula Nagy
ACF Fiorentina,Hidetoshi Nakata
ACF Fiorentina,Marco Nappi
ACF Fiorentina,Matija Nastasić
ACF Fiorentina,Cesare Natali
ACF Fiorentina,Alfonso Negro
ACF Fiorentina,János Nehadoma
ACF Fiorentina,Fulvio Nesti
ACF Fiorentina,Neto
ACF Fiorentina,Attilio Nicodemo
ACF Fiorentina,Manuel Nocciolini
ACF Fiorentina,Christian Nørgaard
ACF Fiorentina,Savio Nsereko
ACF Fiorentina,Christian Obodo
ACF Fiorentina,Leonardo Occhipinti
ACF Fiorentina,Octávio
ACF Fiorentina,Paul Okon
ACF Fiorentina,Henry Okoroji
ACF Fiorentina,Luís Oliveira
ACF Fiorentina,Maximiliano Olivera
ACF Fiorentina,Rubén Olivera
ACF Fiorentina,Gabriele Oriali
ACF Fiorentina,Andrea Orlandini
ACF Fiorentina,Alberto Orlando
ACF Fiorentina,Alessandro Orlando
ACF Fiorentina,Massimo Orlando
ACF Fiorentina,Alberto Orzan
ACF Fiorentina,Dani Osvaldo
ACF Fiorentina,Pasquale Padalino
ACF Fiorentina,Massimo Paganin
ACF Fiorentina,Dino Pagliari
ACF Fiorentina,Angelo Palombo
ACF Fiorentina,Luigi Panarelli
ACF Fiorentina,Giuseppe Pancaro
ACF Fiorentina,Egisto Pandolfini
ACF Fiorentina,Andrea Paolucci
ACF Fiorentina,Manuel Pasqual
ACF Fiorentina,Daniel Passarella
ACF Fiorentina,Mattia Passarini
ACF Fiorentina,Michele Pazienza
ACF Fiorentina,Edoardo Pazzagli
ACF Fiorentina,Giampaolo Pazzini
ACF Fiorentina,Eraldo Pecci
ACF Fiorentina,Pedro
ACF Fiorentina,Giuseppe Pellicanò
ACF Fiorentina,Mario Perazzolo
ACF Fiorentina,Joshua Pérez
ACF Fiorentina,Almir Pernambuquinho
ACF Fiorentina,Gianfranco Petris
ACF Fiorentina,Pedro Petrone
ACF Fiorentina,Leonardo Pettinari
ACF Fiorentina,Germán Pezzella
ACF Fiorentina,Giovanni Piacentini
ACF Fiorentina,Luigi Piangerelli
ACF Fiorentina,Achille Piccini
ACF Fiorentina,Cristiano Piccini
ACF Fiorentina,Alessandro Pierini
ACF Fiorentina,Celeste Pin
ACF Fiorentina,Stefano Pioli
ACF Fiorentina,Giovan Battista Pirovano
ACF Fiorentina,Alfredo Pitto
ACF Fiorentina,David Pizarro
ACF Fiorentina,Mario Pizziolo
ACF Fiorentina,Marko Pjaca
ACF Fiorentina,Matteo Poggi
ACF Fiorentina,Javier Portillo
ACF Fiorentina,Alessandro Potenza
ACF Fiorentina,Guly do Prado
ACF Fiorentina,Pierino Prati
ACF Fiorentina,Gastone Prendato
ACF Fiorentina,Maurilio Prini
ACF Fiorentina,Roberto Pruzzo
ACF Fiorentina,Erick Pulgar
ACF Fiorentina,Paolo Pulici
ACF Fiorentina,Vittorio Pusceddu
ACF Fiorentina,Fabio Quagliarella
ACF Fiorentina,Ignacio Ramírez Polero
ACF Fiorentina,Luca Ranieri
ACF Fiorentina,Jacob Rasmussen
ACF Fiorentina,Ante Rebić
ACF Fiorentina,Reginaldo
ACF Fiorentina,Tomáš Řepka
ACF Fiorentina,Franck Ribéry
ACF Fiorentina,Micah Richards
ACF Fiorentina,Christian Riganò
ACF Fiorentina,Antonio Rizzo
ACF Fiorentina,Francesco Rizzo
ACF Fiorentina,Roberto Rizzo
ACF Fiorentina,Anselmo Robbiati
ACF Fiorentina,Enzo Robotti
ACF Fiorentina,Marco Roccati
ACF Fiorentina,Gonzalo Rodríguez
ACF Fiorentina,Moreno Roggi
ACF Fiorentina,Marco Romizi
ACF Fiorentina,Rômulo
ACF Fiorentina,Facundo Roncaglia
ACF Fiorentina,Antonio Rosati
ACF Fiorentina,Francesco Rosetta
ACF Fiorentina,Aleandro Rosi
ACF Fiorentina,Giuseppe Rossi
ACF Fiorentina,Marco Rossi
ACF Fiorentina,Fabio Rossitto
ACF Fiorentina,Paolo Rozzio
ACF Fiorentina,Björn Runström
ACF Fiorentina,Hany Said
ACF Fiorentina,Patrizio Sala
ACF Fiorentina,Mohamed Salah
ACF Fiorentina,Carlos Salcedo
ACF Fiorentina,Amidu Salifu
ACF Fiorentina,Stefano Salvatori
ACF Fiorentina,Elvio Salvori
ACF Fiorentina,Carlos Sánchez
ACF Fiorentina,Mario Santana
ACF Fiorentina,Márcio Santos
ACF Fiorentina,Riccardo Saponara
ACF Fiorentina,Giuliano Sarti
ACF Fiorentina,Stefan Savić
ACF Fiorentina,Mirko Savini
ACF Fiorentina,Massimiliano Scaglia
ACF Fiorentina,Cinzio Scagliotti
ACF Fiorentina,Andrés Schetino
ACF Fiorentina,Stefan Schwarz
ACF Fiorentina,Francesco Scotti
ACF Fiorentina,Tommaso Scuffia
ACF Fiorentina,Andrea Seculin
ACF Fiorentina,Haris Seferović
ACF Fiorentina,Armando Segato
ACF Fiorentina,Ezio Sella
ACF Fiorentina,Juan Seminario
ACF Fiorentina,Franco Semioli
ACF Fiorentina,Luigi Sepe
ACF Fiorentina,Michele Serena
ACF Fiorentina,Santiago Silva
ACF Fiorentina,Arturo Silvestri
ACF Fiorentina,Giovanni Simeone
ACF Fiorentina,Mohamed Sissoko
ACF Fiorentina,Sócrates
ACF Fiorentina,Andrea Soncin
ACF Fiorentina,Angelo Sormani
ACF Fiorentina,Andrea Sottil
ACF Fiorentina,Riccardo Sottil
ACF Fiorentina,Luca Spinetti
ACF Fiorentina,Marco Sportiello
ACF Fiorentina,Vittorio Staccione
ACF Fiorentina,Danilo Stefani
ACF Fiorentina,Marco Storari
ACF Fiorentina,Mario Suárez
ACF Fiorentina,Franco Superchi
ACF Fiorentina,Max Taddei
ACF Fiorentina,Riccardo Taddei
ACF Fiorentina,Giuseppe Taglialatela
ACF Fiorentina,Andrea Tarozzi
ACF Fiorentina,Ciprian Tătărușanu
ACF Fiorentina,Giovanni Tedesco
ACF Fiorentina,Cristian Tello
ACF Fiorentina,Pietro Terracciano
ACF Fiorentina,Cyril Théréau
ACF Fiorentina,Francesco Toldo
ACF Fiorentina,Hernán Toledo
ACF Fiorentina,Rodolfo Tommasi
ACF Fiorentina,Nenad Tomović
ACF Fiorentina,Luca Toni
ACF Fiorentina,Moreno Torricelli
ACF Fiorentina,Vittorio Tosto
ACF Fiorentina,Andrea Tozzo
ACF Fiorentina,Alessandro Turchetta
ACF Fiorentina,Tomáš Ujfaluši
ACF Fiorentina,Renzo Ulivieri
ACF Fiorentina,Georgios Vakouftsis
ACF Fiorentina,Ferruccio Valcareggi
ACF Fiorentina,Jaime Valdés
ACF Fiorentina,Borja Valero
ACF Fiorentina,Anthony Vanden Borre
ACF Fiorentina,Paolo Vanoli
ACF Fiorentina,Juan Manuel Vargas
ACF Fiorentina,Eligio Vecchi
ACF Fiorentina,Matías Vecino
ACF Fiorentina,Fernando Veneranda
ACF Fiorentina,Bruno Venturini
ACF Fiorentina,Lorenzo Venuti
ACF Fiorentina,Joan Verdú
ACF Fiorentina,Jordan Veretout
ACF Fiorentina,Rufo Emiliano Verga
ACF Fiorentina,William Viali
ACF Fiorentina,Ernesto Vidal
ACF Fiorentina,Pietro Vierchowod
ACF Fiorentina,Christian Vieri
ACF Fiorentina,Roberto Vieri
ACF Fiorentina,Luca Vigiani
ACF Fiorentina,József Viola
ACF Fiorentina,Giuseppe Virgili
ACF Fiorentina,Vitor Hugo
ACF Fiorentina,Emiliano Viviano
ACF Fiorentina,Dušan Vlahović
ACF Fiorentina,Giuseppe Volpecina
ACF Fiorentina,Zisis Vryzas
ACF Fiorentina,Papa Waigo
ACF Fiorentina,Rafał Wolski
ACF Fiorentina,Oleksandr Pavlovych Yakovenko
ACF Fiorentina,Cristiano Zanetti
ACF Fiorentina,Luca Zanon
ACF Fiorentina,Giacomo Zappacosta
ACF Fiorentina,Mauro Zárate
ACF Fiorentina,Luciano Zauri
ACF Fiorentina,Rafik Zekhnini
ACF Fiorentina,Mauro Zironelli
ACF Fiorentina,Kenneth Zohore
ACF Fiorentina,Carlo Zoppellari
Genoa CFC,Roberto Aballay
Genoa CFC,Julio Abbadie
Genoa CFC,Italo Acconcia
Genoa CFC,Francesco Acerbi
Genoa CFC,Camillo Achilli
Genoa CFC,Robert Acquafresca
Genoa CFC,Adaílton
Genoa CFC,Giorgio Aebi
Genoa CFC,Paolo Agosteo
Genoa CFC,Andrea Agostinelli
Genoa CFC,Kevin Agudelo
Genoa CFC,Carlos Aguilera
Genoa CFC,Marco Albertoni
Genoa CFC,Aldair
Genoa CFC,Danijel Aleksić
Genoa CFC,Masahudu Alhassan
Genoa CFC,Moro Alhassan
Genoa CFC,Federico Allasio
Genoa CFC,Claudio Ambu
Genoa CFC,Marco Amelia
Genoa CFC,Raffaele Ametrano
Genoa CFC,Ugo Amoretti
Genoa CFC,Robert Anderson Cavalheiro
Genoa CFC,Antonio Valentín Angelillo
Genoa CFC,Peter Ankersen
Genoa CFC,Cristian Ansaldi
Genoa CFC,Anselmo de Moraes
Genoa CFC,Luca Antonelli
Genoa CFC,Roberto Antonelli
Genoa CFC,Luca Antonini
Genoa CFC,Fabrizio Anzalone
Genoa CFC,Bruno Arcari
Genoa CFC,Pietro Arcari
Genoa CFC,Ignazio Arcoleo
Genoa CFC,Lorenzo Ariaudo
Genoa CFC,Raúl Asencio
Genoa CFC,Alessandro Atzeni
Genoa CFC,Salvatore Aurelio
Genoa CFC,Antonio Azimonti
Genoa CFC,Manlio Bacigalupo
Genoa CFC,Valerio Bacigalupo
Genoa CFC,Francesco Baldini
Genoa CFC,Giuseppe Baldini
Genoa CFC,Elvio Banchero
Genoa CFC,Mattia Bani
Genoa CFC,Nicola Barasso
Genoa CFC,Paolo Barison
Genoa CFC,Antonio Barreca
Genoa CFC,Giorgio Barsanti
Genoa CFC,Giovanni Battistoni
Genoa CFC,Bruno Baveni
Genoa CFC,Gastone Bean
Genoa CFC,Fosco Becattini
Genoa CFC,Milan Berck Beelenkamp
Genoa CFC,Francesco Bega
Genoa CFC,Andrea Beghetto
Genoa CFC,Luigi Beghetto
Genoa CFC,Valon Behrami
Genoa CFC,Delfo Bellini
Genoa CFC,Fernando Belluschi
Genoa CFC,Alessio Benedetti
Genoa CFC,Niels Bennike
Genoa CFC,Eros Beraldo
Genoa CFC,Felice Berardo
Genoa CFC,Franco Bergamaschi
Genoa CFC,Roberto Bergamaschi
Genoa CFC,Augusto Bergamino
Genoa CFC,Zakarya Bergdich
Genoa CFC,Gianluca Berti
Genoa CFC,Andrea Bertolacci
Genoa CFC,Davide Bertoncini
Genoa CFC,Sergio Bertoni
Genoa CFC,Daniel Bessa
Genoa CFC,Dario Biasi
Genoa CFC,Giuseppe Biava
Genoa CFC,Mauro Bicicli
Genoa CFC,Giuseppe Bigogno
Genoa CFC,Graziano Bini
Genoa CFC,Davide Biondini
Genoa CFC,Davide Biraschi
Genoa CFC,Valter Birsa
Genoa CFC,Albano Bizzarri
Genoa CFC,Saša Bjelanović
Genoa CFC,Mario Bò
Genoa CFC,Richmond Boakye
Genoa CFC,Kevin-Prince Boateng
Genoa CFC,Salvatore Bocchetti
Genoa CFC,Rodrigue Boisfer
Genoa CFC,Massimo Bonanni
Genoa CFC,Fabio Bonci
Genoa CFC,Ivano Bonetti
Genoa CFC,Martino Borghese
Genoa CFC,Marco Borriello
Genoa CFC,Mario Bortolazzi
Genoa CFC,Mauro Boselli
Genoa CFC,Stefano Botta
Genoa CFC,Mattia Bottani
Genoa CFC,Raouf Bouzaiene
Genoa CFC,Cesare Bovo
Genoa CFC,Mario Boyé
Genoa CFC,Branco
Genoa CFC,Roberto Breda
Genoa CFC,Mauro Bressan
Genoa CFC,Ezio Brevi
Genoa CFC,Guglielmo Brezzi
Genoa CFC,Massimo Briaschi
Genoa CFC,Davide Brivio
Genoa CFC,Pierluigi Brivio
Genoa CFC,Petar Brlek
Genoa CFC,Federico Brusacà
Genoa CFC,Alessandro Budel
Genoa CFC,Lorenzo Buffon
Genoa CFC,Nicolás Burdisso
Genoa CFC,Cabral
Genoa CFC,Nicola Caccia
Genoa CFC,Emanuele Calaiò
Genoa CFC,Matteo Calcagno
Genoa CFC,Francesco Calì
Genoa CFC,Lorenzo Callegari
Genoa CFC,Andrea Campagnolo
Genoa CFC,Antonio Candela
Genoa CFC,Francesco Canella
Genoa CFC,Michele Canini
Genoa CFC,Nazzareno Canuti
Genoa CFC,Diego Capel
Genoa CFC,Renato Cappellini
Genoa CFC,Emilio Caprile
Genoa CFC,Andrea Caracciolo
Genoa CFC,Riccardo Carapellese
Genoa CFC,Ennio Cardoni
Genoa CFC,Nicola Caricola
Genoa CFC,Filippo Carobbio
Genoa CFC,Marco Carparelli
Genoa CFC,Roger Carvalho
Genoa CFC,Claudio Casanova
Genoa CFC,Mattia Cassani
Genoa CFC,Valerio Cassani
Genoa CFC,Francesco Cassata
Genoa CFC,Danilo Cataldi
Genoa CFC,Edoardo Catto
Genoa CFC,Celestino Celio
Genoa CFC,Felice Centofanti
Genoa CFC,Ricardo Centurión
Genoa CFC,Alessio Cerci
Genoa CFC,Carlo Ceresoli
Genoa CFC,Giovanni Cervone
Genoa CFC,Chico
Genoa CFC,Matteo Chinellato
Genoa CFC,Bruno Chizzo
Genoa CFC,Massimo Ciocci
Genoa CFC,Issa Cissokho
Genoa CFC,Sebastián Cobelli
Genoa CFC,Paul Codrea
Genoa CFC,Isaac Cofie
Genoa CFC,Roberto Colacone
Genoa CFC,Giordano Colausig
Genoa CFC,Fulvio Collovati
Genoa CFC,Gianni Comandini
Genoa CFC,Kévin Constant
Genoa CFC,Bruno Conti
Genoa CFC,Manuel Coppola
Genoa CFC,Davide Cordone
Genoa CFC,Giuseppe Corradi
Genoa CFC,Giancarlo Corradini
Genoa CFC,Francesco Corsinelli
Genoa CFC,Mario Corso
Genoa CFC,Tino Costa
Genoa CFC,Nicholas Costantini
Genoa CFC,Giacomo Cotellessa
Genoa CFC,Francesco Cozza
Genoa CFC,Hernán Crespo
Genoa CFC,Domenico Criscito
Genoa CFC,Mirko Cudini
Genoa CFC,Marcos Curado
Genoa CFC,Mario Cvitanović
Genoa CFC,Matteo D'Alessandro
Genoa CFC,David D'Antoni
Genoa CFC,Mario Da Pozzo
Genoa CFC,Dario Dainelli
Genoa CFC,Nicola Dalmonte
Genoa CFC,Oscar Damiani
Genoa CFC,Danilo Sacramento
Genoa CFC,Francesco De Francesco
Genoa CFC,Sebastien De Maio
Genoa CFC,Giovanni De Prà
Genoa CFC,Gaetano De Rosa
Genoa CFC,Renzo De Vecchi
Genoa CFC,Daniele De Vezze
Genoa CFC,Ivano Della Morte
Genoa CFC,Daniele Delli Carri
Genoa CFC,Mattia Destro
Genoa CFC,Lajos Détári
Genoa CFC,Antonio Di Carlo
Genoa CFC,Stefano Di Chiara
Genoa CFC,Davide Di Gennaro
Genoa CFC,Enzo Di Santantonio
Genoa CFC,Marco Di Vaio
Genoa CFC,Rosario Di Vincenzo
Genoa CFC,Diego Ângelo
Genoa CFC,Igor Dobrovolski
Genoa CFC,Nicolás Domingo
Genoa CFC,Sergio Domini
Genoa CFC,Andrea Doninelli
Genoa CFC,Antonio Donnarumma
Genoa CFC,Renato Dossena
Genoa CFC,Blerim Džemaili
Genoa CFC,Edenílson
Genoa CFC,Eduardo Carvalho
Genoa CFC,Flavio Emoli
Genoa CFC,Stefano Eranio
Genoa CFC,Andrea Esposito
Genoa CFC,Mario Evaristo
Genoa CFC,Fabiano Lima Rodrigues
Genoa CFC,Iago Falque
Genoa CFC,Cesare Augusto Fasanelli
Genoa CFC,Ivan Fatić
Genoa CFC,Andrea Favilli
Genoa CFC,Dan Fawcus
Genoa CFC,Enzo Ferrari
Genoa CFC,Giuseppe Carlo Ferrari
Genoa CFC,Matteo Ferrari
Genoa CFC,Johad Ferretti
Genoa CFC,Luca Ferro
Genoa CFC,Damiano Ferronetti
Genoa CFC,Giannis Fetfatzidis
Genoa CFC,Patrice Feussi
Genoa CFC,Riccardo Fiamozzi
Genoa CFC,Diogo Figueiras
Genoa CFC,Luciano Figueroa
Genoa CFC,Daniele Fioretti
Genoa CFC,Sergio Floccari
Genoa CFC,Antonio Floro Flores
Genoa CFC,Paolo Foglio
Genoa CFC,Livio Fongaro
Genoa CFC,Davide Fontolan
Genoa CFC,Fernando Forestieri
Genoa CFC,Andrea Fortunato
Genoa CFC,Ivan Franceschini
Genoa CFC,Gianluca Francesconi
Genoa CFC,Matteo Franchetti
Genoa CFC,Giovanni Francini
Genoa CFC,Angelo Franzosi
Genoa CFC,Attilio Fresia
Genoa CFC,Sébastien Frey
Genoa CFC,Amleto Frignani
Genoa CFC,Alberto Frison
Genoa CFC,Luca Fusco
Genoa CFC,Hassen Gabsi
Genoa CFC,Giovanni Gaddoni
Genoa CFC,Serge Gakpé
Genoa CFC,Andrey Galabinov
Genoa CFC,Fabio Galante
Genoa CFC,Francesco Galeoto
Genoa CFC,Carlo Galli
Genoa CFC,Giuseppe Galluzzi
Genoa CFC,Alessandro Gamberini
Genoa CFC,Mohammed Gargo
Genoa CFC,Andrea Gasbarroni
Genoa CFC,Mirco Gasparetto
Genoa CFC,Massimo Gazzoli
Genoa CFC,Giuseppe Gemiti
Genoa CFC,Mario Genta
Genoa CFC,Santiago Gentiletti
Genoa CFC,Giorgio Ghezzi
Genoa CFC,Carlo Ghigliano
Genoa CFC,Paolo Ghiglione
Genoa CFC,Tommaso Ghinassi
Genoa CFC,Antonio Ghomsi
Genoa CFC,Massimo Giacomini
Genoa CFC,Federico Giampaolo
Genoa CFC,Alberto Gilardino
Genoa CFC,Sergio Girardi
Genoa CFC,Gene Gnocchi
Genoa CFC,Bruno Gomes
Genoa CFC,Rivaldo González
Genoa CFC,Michaël Goossens
Genoa CFC,Sebastián Gorga
Genoa CFC,Corrado Grabbi
Genoa CFC,Andreas Granqvist
Genoa CFC,John Grant
Genoa CFC,Giuseppe Greco
Genoa CFC,Leandro Greco
Genoa CFC,Daniele Gregori
Genoa CFC,Gunnar Gren
Genoa CFC,Gaetano Grieco
Genoa CFC,Mirko Gruden
Genoa CFC,Andrea Gulli
Genoa CFC,Sinan Gümüş
Genoa CFC,Koray Günter
Genoa CFC,Linus Hallenius
Genoa CFC,Oscar Hiljemark
Genoa CFC,Stanley Ibe
Genoa CFC,Mario Ielpo
Genoa CFC,Mario Ierardi
Genoa CFC,Ivica Iliev
Genoa CFC,Carmelo Imbriani
Genoa CFC,Ciro Immobile
Genoa CFC,Riccardo Improta
Genoa CFC,Giovanni Invernizzi
Genoa CFC,Angelo Iorio
Genoa CFC,Maurizio Iorio
Genoa CFC,Stefan Ishizaki
Genoa CFC,Vincenzo Italiano
Genoa CFC,Armando Izzo
Genoa CFC,Filip Jagiełło
Genoa CFC,Jandrei
Genoa CFC,Boško Janković
Genoa CFC,Paweł Jaroszyński
Genoa CFC,Enej Jelenič
Genoa CFC,Cristóbal Jorquera
Genoa CFC,Ivan Jurić
Genoa CFC,Kakha Kaladze
Genoa CFC,Mohamed Kallon
Genoa CFC,Houssine Kharja
Genoa CFC,Jonis Khoris
Genoa CFC,Moussa Konaté
Genoa CFC,Engelbert König
Genoa CFC,Abdoulay Konko
Genoa CFC,Christian Kouamé
Genoa CFC,Luka Krajnc
Genoa CFC,Juraj Kucka
Genoa CFC,Ivan Lakićević
Genoa CFC,Eugenio Lamanna
Genoa CFC,Mirko Lamantia
Genoa CFC,Sabri Lamouchi
Genoa CFC,Damián Lanza
Genoa CFC,Gianluca Lapadula
Genoa CFC,Ragnar Larsen
Genoa CFC,Roy Lassiter
Genoa CFC,Ezequiel Lavezzi
Genoa CFC,Diego Laxalt
Genoa CFC,Dejan Lazarević
Genoa CFC,Nikola Lazetić
Genoa CFC,Darko Lazović
Genoa CFC,Ettore Leale
Genoa CFC,Emmanuel Ledesma
Genoa CFC,Julio César de León
Genoa CFC,Roberto Leopardi
Genoa CFC,Lukas Lerager
Genoa CFC,Facundo Lescano
Genoa CFC,Maxime Lestienne
Genoa CFC,Virgilio Levratto
Genoa CFC,Julio Libonatti
Genoa CFC,Francesco Lodi
Genoa CFC,Stefano Lombardi
Genoa CFC,Raffaele Longo
Genoa CFC,Samuele Longo
Genoa CFC,Pedro López Pérez de Tudela
Genoa CFC,Ariel López
Genoa CFC,Dante López
Genoa CFC,Lisandro López
Genoa CFC,Roberto Lorenzini
Genoa CFC,Fabrizio Lorieri
Genoa CFC,Giovanni Lorini
Genoa CFC,Alessandro Lucarelli
Genoa CFC,Cristiano Lupatelli
Genoa CFC,Guido Macor
Genoa CFC,Pietro Magni
Genoa CFC,Ardico Magnini
Genoa CFC,Giorgio Magnocavallo
Genoa CFC,Amir Mahrous
Genoa CFC,Stephen Makinwa
Genoa CFC,Marco Malagò
Genoa CFC,José Mamede
Genoa CFC,Rolando Mandragora
Genoa CFC,Christian Manfredini
Genoa CFC,Thomas Manfredini
Genoa CFC,Antonio Manicone
Genoa CFC,Diego Manzoni
Genoa CFC,Giovanni Marchese
Genoa CFC,Federico Marchetti
Genoa CFC,Adevildo De Marchi
Genoa CFC,Sergio Marchi
Genoa CFC,Libero Marchini
Genoa CFC,Alberto Marchiori
Genoa CFC,Dario Marcolin
Genoa CFC,Aldo Marelli
Genoa CFC,Edoardo Mariani
Genoa CFC,Manuel Marras
Genoa CFC,Marcello Marrocco
Genoa CFC,Logan Martin
Genoa CFC,Silvano Martina
Genoa CFC,Mirko Martucci
Genoa CFC,Giuseppe Mascara
Genoa CFC,Claudio Maselli
Genoa CFC,Andrea Masiello
Genoa CFC,Matías Masiero
Genoa CFC,Paolo Mastrantonio
Genoa CFC,Tim Matavž
Genoa CFC,Alessandro Matri
Genoa CFC,Matuzalém
Genoa CFC,Bruno Mazza
Genoa CFC,Luca Mazzitelli
Genoa CFC,Alfredo Mazzoni
